titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
Tiền đạo số 1,Chapter 206,Tác giả:KANESHIRO Muneyuki - Nomura Yuusuke,Lượt xem:16M,Theo dõi:69K,Tình trạng:Đang tiến hành,"Tên khác: Blue Lock Yoichi Isagi đã bỏ lỡ cơ hội tham dự giải Cao Trung toàn quốc do đã chuyền cho đồng đội thay vì tự thân mình dứt điểm. Cậu là một trong 300 chân sút U-18 được tuyển chọn bởi Jinpachi Ego, người đàn ông được Hiệp Hội Bóng Đá Nhật Bản thuê sau hồi FIFA World Cup năm 2018, nhằm dẫn dắt Nhật Bản vô địch World Cup bằng cách tiêu diệt nền bóng đá Nhật Bản. Kế hoạch của Ego gồm việc cô lập 300 tay sút trong một nhà ngục - dưới một tổ chức với tên gọi là ""Blue Lock"", với mục tiêu là tạo ra chân sút ""tự phụ"" nhất thế giới, điều mà nền bóng đá Nhật Bản còn thiếu.",//st.nettruyenup.com/data/comics/189/tien-dao-so-1.jpg,https://www.nettruyenup.com/truyen-tranh/tien-dao-so-1-222050
Cô Vợ Thế Thân Của Tổng Tài,Chapter 16,"Thể loại:Manhua, Ngôn Tình, Truyện Màu",Lượt xem:334K,Theo dõi:17K,Tình trạng:Đang tiến hành,"Diêu Cận là một thế thân chuyên nghiệp, tính chuyên nghiệp mạnh mẽ, biết chuyện thức thời, ngoại trừ hoàn thành yêu cầu của ông chủ Tiêu Tích Thuần, chuyện khác tuyệt đối sẽ không vượt qua lôi trì nửa bước. Tuy nhiên! Ai có thể nói cho nàng biết —— vì sao kim chủ, kim chủ Bạch Nguyệt Quang đệ đệ bỗng nhiên đều điên cuồng yêu nàng a! Đây thật sự là hoàn toàn cho Diêu Chung chỉnh lại không được!",//st.nettruyenup.com/data/comics/146/co-vo-the-than-cua-tong-tai.jpg,https://www.nettruyenup.com/truyen-tranh/co-vo-the-than-cua-tong-tai-74386
Siêu Nhân X,Chapter 28,"Thể loại:Action, Adventure, Manga, Mystery, Shounen, Supernatural, Tragedy",Lượt xem:221K,Theo dõi:4.821,Tình trạng:Đang tiến hành,"Một siêu phẩm mới được khắc họa dưỡi ngòi bút của tác giả bộ manga đình đám tokyo ghoul. ""Siêu nhân X"" kể về thế giới có những nhân vật đặc biệt được gọi là ""Siêu nhân""[Choujin], nhân vật chính là Tokio Kurobara, một học sinh trung học ở tỉnh Yamato, hiện tại cậu ấy cùng người bạn Higashi Azuma thực thi công lý.Và rồi một ngày nọ,khi cả hai rơi vào tình thế hiểm nghèo bắt buộc chỉ còn cách dùng một ống tiêm kỳ lạ....",//st.nettruyenup.com/data/comics/70/sieu-nhan-x.jpg,https://www.nettruyenup.com/truyen-tranh/sieu-nhan-x-410300
"Itsudemo Jitaku Ni Kaerareru Ore Wa, Isekai De Gyoushounin O Hajimemashita",Chapter 12.5,Tình trạng:Đang tiến hành,Bình luận:396,Ngày cập nhật:1 ngày trước,Lượt xem:247K,"bị bóc lột sức lao động ở công ty cũ, Amata Shirou quyết định thôi việc và chuyển đến nhà bà để sống. Không ngờ cậu tìm ra được một con đường bí mật đến thế giới khác đằng sau tủ đồ trong nhà bà. Từ đó Shirou quyết định làm giàu bằng cách bán đồ Nhật bản cho thế giới kia. Cùng xem câu chuyện làm giàu của một cậu chàng tay trắng bằng những kĩ năng độc lạ không ai có nhé!",//st.nettruyenup.com/data/comics/51/itsudemo-jitaku-ni-kaerareru-ore-wa-isek-8215.jpg,https://www.nettruyenup.com/truyen-tranh/itsudemo-jitaku-ni-kaerareru-ore-wa-isekai-de-gyoushounin-o-hajimemashita-66867
Tôi ở thế giới khác dựa dẫm vào phụ nữ,Chapter 60,Tình trạng:Đang tiến hành,Bình luận:5.371,Ngày cập nhật:1 ngày trước,Lượt xem:6.148K,"Trương Hạo ngất đi sau khi nhìn thấy mặt trăng máu trăm năm hiếm có, sau khi tỉnh lại cậu phát hiện ra cả thế giới đã thay đổi... Thuộc tính và quan điểm của nam nữ hoàn toàn bị đảo ngược, nữ gả cho nam biến thành nam gả cho nữ, nhà gái còn phải trả tiền sính lễ. Phụ nữ kiếm tiền nuôi gia đình, còn đàn ông ở nhà làm việc nhà là một chuyện hết sức bình thường. Phụ nữ không có nhà không có xe sẽ bị người khác coi thường, thậm chí không tìm được người yêu. Nữ theo đuổi nam là chuyện rất bình thường, còn nam theo đuổi nữ được gọi là theo đuổi ngược... ""Thật sự tôi không muốn dựa dẫm vào con gái đâu! Tôi cũng muốn làm một người đàn ông đích thực mà!""",//st.nettruyenup.com/data/comics/244/toi-o-the-gioi-khac-dua-dam-vao-phu-nu.jpg,https://www.nettruyenup.com/truyen-tranh/toi-o-the-gioi-khac-dua-dam-vao-phu-nu-71156
Shinmai Maou no Keiyakusha,Chapter 26,Tác giả:MIYAKO Kashiwa,Lượt xem:402K,Theo dõi:5.554,Tình trạng:Đang tiến hành,"Ê con trai, mày vẫn mơ ước có một đứa em gái phải không con??, Okê vậy thì giờ mày có rồi đấy, ờ mà không phải chỉ một con thôi đâu...",//st.nettruyenup.com/data/comics/0/shinmai-maou-no-keiyakusha.jpg,https://www.nettruyenup.com/truyen-tranh/shinmai-maou-no-keiyakusha-38400
Cho Con Núm Vú Đi Mà,Chapter 52.2,"Thể loại:Chuyển Sinh, Comedy, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:4.074K,Theo dõi:53K,Tình trạng:Đang tiến hành,,//st.nettruyenup.com/data/comics/155/cho-con-num-vu-di-ma.jpg,https://www.nettruyenup.com/truyen-tranh/cho-con-num-vu-di-ma-628761
Bạch Nguyệt Quang Lạm Quyền Của Sủng Hậu,Chapter 105,"Thể loại:Cổ Đại, Comedy, Manhua, Ngôn Tình, Truyện Màu",Lượt xem:2.603K,Theo dõi:47K,Tình trạng:Đang tiến hành,"Nữ nguyên lão khai quốc sau khi chết đi lại bị đào quan tài, hồn xuyên không thành hoàng hậu hèn nhát của hoàng đế đời sau?! Nhìn thấy con đường thành thần của mình bị hủy hoại trong chốc lát, Tần Yêu sao có thể nhịn?! Cái gì?…Trên người tên con cháu không ra gì này vậy mà có long khí thuần khiết như vậy? Vậy lão tổ tông ta cũng gắng gượng mà làm, tiện tay phò tá (trêu chọc) hắn một phen~",//st.nettruyenup.com/data/comics/170/bach-nguyet-quang-lam-quyen-cua-sung-hau-4076.jpg,https://www.nettruyenup.com/truyen-tranh/bach-nguyet-quang-lam-quyen-cua-sung-hau-544420
Dandadan!!,Chapter 91,"Thể loại:Action, Comedy, Horror, Manga, Mystery, Romance, Shounen, Supernatural",Tình trạng:Đang tiến hành,Bình luận:3.219,Tác giả:Yukinobu Tatsu,"Được sự ủng hộ của tác giả ''Chainsaw Man  của Tatsuki Fujimoto,jigokuraku của Yuji Kaku, một chàng trai otaku đam mê huyền bí không tin vào ma quỷ và Ayase, một cô gái không tin vào người ngoài hành tinh, gặp phải một bí ẩn quá lớn vượt quá sự hiểu biết của bản thân. Câu chuyện tình bi hài pha lẫn kinh dị và huyền bí !! cập nhật hàng tuần trên JUmp+",//st.nettruyenup.com/data/comics/118/dandadan.jpg,https://www.nettruyenup.com/truyen-tranh/dandadan-403102
Phàm Nhân Tu Tiên,Chapter 271,Tác giả:Vong Ngữ,Lượt xem:18M,Theo dõi:58K,Tình trạng:Đang tiến hành,"Một bộ truyện được chuyển thể từ tiểu thuyết tu tiên cùng tên rất đỉnh của tác giả Vong Ngữ, với tình tiết logic, Vong Ngữ đã cho ra đời một thế giới tu tiên giả đầy màu sắc và huyền ảo.",//st.nettruyenup.com/data/comics/55/pham-nhan-tu-tien.jpg,https://www.nettruyenup.com/truyen-tranh/pham-nhan-tu-tien-13350
Cuộc Ly Hôn Với Chồng Tôi Đã Thất Bại,Chapter 34,Tình trạng:Đang tiến hành,Bình luận:943,Ngày cập nhật:1 ngày trước,Lượt xem:978K,"Cô ấy xuyên thành một nữ phản diện bị ám ảnh bởi chồng mình và chết sau khi theo cậu ta suốt 10 năm trời. Và dĩ nhiên cô ấy chỉ muốn sống nên đã quyết định ly hôn trong hòa bình trước khi tình yêu định mệnh của chồng mình xuất hiện. Nhưng cô ấy nhận ra rằng gia đình chồng đã đè nén, gây áp lực cho cậu ấy. Ngay lúc đấy, sự trách nhiệm và nghĩa vụ của một công dân hiện đại trong lòng cô ấy trỗi dậy mạnh mẽ. *** Eiden quay lưng lại và siết chặt tay cô ấy. Mạnh đến mức có thể xé toạc tay cô ấy rồi. Elin rụt rè gọi tên cậu ta và nói: “Hôm qua tôi đã nói rồi mà. Vì chúng ta là vợ chồng nên tôi luôn luôn sẽ đứng về phía cậu.” “…” “Vì vậy mọi thứ sẽ ổn thôi, không sao đâu.” Cô ấy an ủi cậu ấy bằng những lời ngọt ngào như một câu thần chú. Và Eiden dần dần không còn run rẩy giống như nhờ vào phép màu của cô ấy. *** Elin khi trưởng thành đã yêu cầu ly hôn với Eiden trước khi nữ chính xuất hiện. Ngay sau đó, nụ cười của Eiden đã vụt mất nhanh chóng. “Ly hôn sao? Không đời nào.” Ngay lập tức, Eiden đã xé nát tờ giấy ly hôn thành từng vụn nhỏ.",//st.nettruyenup.com/data/comics/126/cuoc-ly-hon-voi-chong-toi-da-that-bai.jpg,https://www.nettruyenup.com/truyen-tranh/cuoc-ly-hon-voi-chong-toi-da-that-bai-70526
Handyman Saitou In Another World,Chapter 69,"Thể loại:Adventure, Comedy, Fantasy, Manga, Seinen, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:1.259,Tác giả:Ichitomo Kazutomo,"Một bộ isekai nhẹ nhàng, main chỉ đơn giản qua sử sụng kinh nghiệm làm lụng tay chân để làm support cho team",//st.nettruyenup.com/data/comics/219/handyman-saitou-in-another-world.jpg,https://www.nettruyenup.com/truyen-tranh/handyman-saitou-in-another-world-201870
Chuỗi Phim Tài Liệu Về Chứng Cuồng Bạn Gái Cũ Của Tôi.,Chapter 61,"Thể loại:Comedy, Drama, Manga, Psychological, Romance, Seinen, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:1.115,Tác giả:YONESHIRO KYO,"Có bao giờ trong cuộc đời, bạn không thể quên được người mình đã từng yêu chưa? Bạn gái cũ của Ichimatsu Kairo, Kusakabe Hiyori đột ngột biến mất vào 7 năm trước nay đã xuất hiện trở lại. Thế nhưng, trái lại với cảm xúc nồng nàn đến bùng cháy của Ichimatsu, cô bạn gái cũ này đã nhờ vả anh một điều kỳ quặc...“Em muốn Ichimatsu quay phim tài liệu sinh nở giúp em, vì vậy hãy cho em tinh trùng của anh”. Một chuyện tình hài lãng mạn đầy nghẹt thở giữa BẠN GÁI CŨ X BẠN TRAI CŨ!?!?!? --------------------------------------------------------------------------------- Bản dịch của bộ truyện được thực hiện bởi Nhàn Rỗi Team. BBB Team chỉ là người úp hộ. https://www.facebook.com/Nha%CC%80n-R%C3%B4%CC%83i-Team-103753030978826",//st.nettruyenup.com/data/comics/30/chuoi-phim-tai-lieu-ve-chung-cuong-ban-g-4235.jpg,https://www.nettruyenup.com/truyen-tranh/chuoi-phim-tai-lieu-ve-chung-cuong-ban-gai-cu-cua-toi-361260
Trở Thành Vợ Thái Tử Quái Vật,Chapter 78.2,"Thể loại:Chuyển Sinh, Cổ Đại, Historical, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:13M,Theo dõi:80K,Tình trạng:Đang tiến hành,"Cô trùng sinh vào thân thể của “Ancia”, thê tử của một thái tử quái dị, “Blake” trong một bộ tiểu thuyết lãng mạn 19+ Trong truyện gốc, Ancia đã tử tự vào ngày đầu tân hôn, để lại cho Blake một ám ảnh lớn. Nhưng lần này, Ancia không hề có ý định làm vậy nữa. Blake là nam thứ trong truyện gốc, người được khắc họa như một con quái vật trú ngụ dưới chiếc vỏ bọc hoàn hảo. Vậy nhưng, giờ đây ngày ấy lại cư xử như một con thỏ ngay thơ vậy. Người duy nhất có thể hóa giải được lời nguyền của thái tử là nữ chính Diana. Cô chỉ có một nhiệm vụ duy nhất đó chính là bảo vệ thái tử bé nhỏ đáng yêu này khỏi mọi hiểm nguy và lùi bước khi thời khắc định mệnh tới. Nhưng… “Ancia, đừng bỏ ta!” Con thỏ con này cứ mãi lẽo đẽo theo cô thôi.",//st.nettruyenup.com/data/comics/145/tro-thanh-vo-thai-tu-quai-vat.jpg,https://www.nettruyenup.com/truyen-tranh/tro-thanh-vo-thai-tu-quai-vat-684974
Trăng Tối: Kỉ Nguyên Máu,Chapter 48.2,"Thể loại:Manhwa, Ngôn Tình, Romance, Truyện Màu",Lượt xem:2.930K,Theo dõi:43K,Tình trạng:Đang tiến hành,"Chào mừng đến với Riverfield, nơi những nam sinh nổi tiếng nhất tại hai trường đối thủ của nhau là ma cà rồng và người sói. Khi một học sinh mới bí ẩn, Sooha, chuyển đến Riverfield, các đối thủ nhận thấy mình bị cô ấy cuốn hút một cách khó hiểu. Khi những sự cố khủng khiếp bắt đầu làm rung chuyển thị trấn, quá khứ bị lãng quên của các chàng trai dần dần được làm sáng tỏ… và thế giới của họ đảo lộn.",//st.nettruyenup.com/data/comics/64/trang-toi-ki-nguyen-mau.jpg,https://www.nettruyenup.com/truyen-tranh/trang-toi-ki-nguyen-mau-68416
Boss Sát Thủ Dưỡng Hồ Yêu,Chapter 106,"Thể loại:Drama, Manhua, Ngôn Tình, Shoujo, Truyện Màu",Lượt xem:4.558K,Theo dõi:73K,Tình trạng:Đang tiến hành,"Vân Lưu Sương là di tộc cuối cùng của hồ yêu, dưới sự vận mệnh thúc giục gặp được Mặc Sênh thiên sát cô tinh quả tình duyên, hai người ban đầu mâu thuẫn không ngừng, lại không biết vận mệnh của nhau đã bị trói lại với nhau.Vốn tưởng rằng chỉ là một câu chuyện tình yêu lãng mạn của mỹ nữ tiểu phóng viên cùng tổng tài bá đạo, nhưng sự tình lại không đơn giản như vậy, thiên sư gia tộc, hàng đầu gia tộc, sát thủ gia tộc, hồ tộc nguyền rủa, nhiều thế lực bao bọc trong đó, tình yêu của Vân Lưu Sương cùng Mặc Sênh rốt cuộc phải đi về đâu….",//st.nettruyenup.com/data/comics/239/boss-sat-thu-duong-ho-yeu.jpg,https://www.nettruyenup.com/truyen-tranh/boss-sat-thu-duong-ho-yeu-560470
Hệ Thống Thăng Cấp Điên Cuồng,Chapter 38,Tình trạng:Đang tiến hành,Bình luận:1.807,Ngày cập nhật:1 ngày trước,Lượt xem:2.415K,"Là nhân vật chính nghiện game xuyên không tới một thế giới huyền huyễn,  Ở đây có các loại môn phái và tông môn  có các loại võ học huyền huyễn và binh khí Thần binh , có ma thú ở khu vực bên ngoài và thần long mạnh nhất. Linh yêu quỷ quái gì cũng có. Nhưng cho dù là tông môn gì , hay thiếu gia gia tộc lớn gì,  hay hoàng tử đế quốc hoặc là thiên phú yêu nghiệt , tu vi có mạnh, đối diện với hệ thống thăng cấp điên cuồng. nhân vật chính đều bị đá ra phía sau.",//st.nettruyenup.com/data/comics/194/he-thong-thang-cap-dien-cuong.jpg,https://www.nettruyenup.com/truyen-tranh/he-thong-thang-cap-dien-cuong-542100
Quyến rũ người tình của tiểu thư nhà bá tước,Chapter 11,"Thể loại:Cổ Đại, Josei, Manhwa, Ngôn Tình, Truyện Màu",Lượt xem:87K,Theo dõi:5.806,Tình trạng:Đang tiến hành,"Tôi là Redel Cross. Vào năm 18 tuổi ở kiếp trước, tôi đã bị hoàng đế nhốt trong một tòa tháp ma thuật, hắn hành hạ và sử dụng tôi như một công cụ để bảo vệ vương quốc của mình. Nhưng trong kiếp này, tôi đã quyết tâm sống một cuộc sống bình thường, không liên quan gì đến phép thuật dưới thân phận người hầu của nhà bá tước… “Chỉ có cô! Hãy tách hắn ta ra khỏi Milena! Ta cầu xin cô!” Chờ chút, ngài bá tước. “Hắn ta” mà ngài bảo tôi tách khỏi tiểu thư không phải là ngài quản gia Graham, người có nét giống hệt hoàng đế trong kiếp trước đấy chứ? Lại một sóng gió ập đến cuộc đời khi tôi nhận nhiệm vụ quyến rũ ngài Graham. Liệu tôi có thể sống bình yên trong kiếp này được không?",//st.nettruyenup.com/data/comics/196/quyen-ru-nguoi-tinh-cua-tieu-thu-nha-ba-1703.jpg,https://www.nettruyenup.com/truyen-tranh/quyen-ru-nguoi-tinh-cua-tieu-thu-nha-ba-tuoc-73668
Flying Witch,Chapter 52,Tác giả:ISHIZUKA Chihiro,Lượt xem:201K,Theo dõi:2.082,Tình trạng:Hoàn thành,"Kowata Makoto một cô gái ngốc nghếch lại mắc thêm cái bệnh mù đường kinh niên, do hoàn cảnh cô vừa mới chuyển đến nhà họ hàng gần xa...nhưng chẳng lẽ câu chuyện của chúng ta chỉ có vậy?",//st.nettruyenup.com/data/comics/64/flying-witch.jpg,https://www.nettruyenup.com/truyen-tranh/flying-witch-44160
Bỗng Một Ngày Xuyên Thành Hoàng Hậu Ác Độc,Chapter 106,"Thể loại:Action, Cổ Đại, Manhua, Ngôn Tình, Truyện Màu, Xuyên Không",Lượt xem:3.175K,Theo dõi:46K,Tình trạng:Đang tiến hành,"Chủ game mobile ngôn tình Mĩ Trì Đoá bị bạn trai phản bội, trong lúc tranh chấp bị đẩy vào server, cô vô tình xuyên không vào game mobile do chính mình tạo ra và trở thành boss phản diện – hoàng hậu độc ác Catherine, câu dẫn mê hoặc trước mặt quốc vương bị công chúa bắt ngay tại trận và một mớ hỗn độn bắt đầu. Trì Đóa muốn nhanh chóng rời khỏi trò chơi, cố tình chọc tức công chúa để tìm kiếm kết cục chết nhanh nhất, nhưng không ngờ rằng nhầm lẫn nam nhân hậu cung của công chúa thu vào trong nang, tình tiết này không đúng.",//st.nettruyenup.com/data/comics/138/bong-mot-ngay-xuyen-thanh-hoang-hau-ac-d-7720.jpg,https://www.nettruyenup.com/truyen-tranh/bong-mot-ngay-xuyen-thanh-hoang-hau-ac-doc-567141
Người Bán Hoa Mạnh Nhất,Chapter 61,"Thể loại:Comedy, Manhwa, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:1.290,Tác giả:Kumtata,Có anh chàng trai thích đi bán hoa và có một trò chơi có thể làm bất cứ thứ gì mình muốn,//st.nettruyenup.com/data/comics/87/nguoi-ban-hoa-manh-nhat.jpg,https://www.nettruyenup.com/truyen-tranh/nguoi-ban-hoa-manh-nhat-290171
Kodoku no ie,Chapter 3,"Thể loại:Horror, Manga, Mystery, Psychological, Seinen",Lượt xem:14K,Theo dõi:1.011,Tình trạng:Đang tiến hành,"Chono là một sinh viên đại học có niềm đam mê côn trùng và làm mẫu vật côn trùng. Một ngày nọ, khi cậu về nhà sau ca làm thêm thì thấy chung cư mình ở bị cháy và cậu mất toàn bộ đống mẫu vật quý giá. Trùng hợp làm sao, cậu đã gặp Kusanagi Izumo, một nhà côn trùng học và là tác giả của một trong những cuốn sách yêu thích của cậu. Cậu được Izumo mời đến nhà với ý muốn giúp đỡ cậu. Ở đấy, Chono đã gặp một cô gái xinh đẹp tên Toko. Tuy nhiên, có một bí mật khủng khiếp trong ngôi nhà mà Chono đặt chân đến…",//st.nettruyenup.com/data/comics/79/kodoku-no-ie.jpg,https://www.nettruyenup.com/truyen-tranh/kodoku-no-ie-78159
The Reincarnation Magician Of The Inferior Eyes,Chapter 62,Tình trạng:Đang tiến hành,Bình luận:3.665,Ngày cập nhật:1 ngày trước,Lượt xem:6.441K,ABEL là một đại ma thuật sư sau cùng team chinh phạt ma tộc thắng lợi hòa bình được lặp lại main bị buộc rời khỏi đội của mình. Nguyên do là main có một đôi mắt màu hổ phách (tượng trưng cho ma tộc) nó được coi là một thứ tồn tại thừa thãi trong thế giới hòa bình.Thay vì lựa chọn sống trong một dinh thự do đồng chuẩn bị sẵn main đã lựa chọn cách rời đi và đã xuyên không đến 200 năm sau. Ở thế giới đó ABEL đã gặp LILITH( con gái của ma zương) người mà main đã cứu trong cuộc chinh phạt ma tộc. Hai người đã cùng nhau khám phá thế giới mới lạ 200 năm sau,//st.nettruyenup.com/data/comics/31/the-reincarnation-magician-of-the-inferi-8300.jpg,https://www.nettruyenup.com/truyen-tranh/the-reincarnation-magician-of-the-inferior-eyes-215350
Đồ Đệ Của Ta Đều Là Đại Phản Phái,Chapter 33,Tình trạng:Đang tiến hành,Bình luận:2.169,Ngày cập nhật:2 ngày trước,Lượt xem:2.639K,"Lục Châu tỉnh lại sau giấc ngủ, bỗng trở thành tổ sư gia ma đầu cường đại nhất, già nhất, thế gian; còn có chín tên đồ đệ với tội ác chồng chất, uy chấn thiên hạ . Đại đồ đệ là giáo chủ của U Minh giáo, có thủ hạ là ngàn vạn ma chúng, nhị đồ đệ Kiếm Ma một lời không hợp liền khai sát giới...... Không có một thân tu vi, làm thế nào để điều giáo đám ác đồ này đây. Đại đồ đệ Vu Chính Hải: Lão phu cả đời này đánh đâu thắng đó, ngoại sư phụ lão nhân gia ông ta ra, thì ai cũng đừng hòng cưỡi lên đầu ta. Thất đồ đệ Tư Vô Nhai: Sư phụ bất tử, bọn ta ăn ngủ không yên mà......",//st.nettruyenup.com/data/comics/149/do-de-cua-ta-deu-la-dai-phan-phai.jpg,https://www.nettruyenup.com/truyen-tranh/do-de-cua-ta-deu-la-dai-phan-phai-75413
Vẫn tồn tại một nơi để trở về,Chapter 8,"Thể loại:Fantasy, Manga, Romance",Tình trạng:Đang tiến hành,Bình luận:11,Tác giả:Laura Mampel,Một chiếc chìa khóa nhỏ đẩy một cô bé cô đơn vào cuộc hành trình tìm kiếm thêm những chiếc chìa khóa mở ra cánh cửa của những bức tường chia cắt thế giới.,//st.nettruyenup.com/data/comics/65/van-ton-tai-mot-noi-de-tro-ve.jpg,https://www.nettruyenup.com/truyen-tranh/van-ton-tai-mot-noi-de-tro-ve-77377
Boss Nhà Giàu Lại Là Nữ Sinh Trung Học!,Chapter 102,Tình trạng:Đang tiến hành,Bình luận:1.740,Ngày cập nhật:1 ngày trước,Lượt xem:4.763K,"Cô cam tâm tình nguyện làm một con rối của gia tộc, trở thành một sát thủ gián điệp, nhưng cuối cùng cô lại phát hiện tất cả chỉ là trò lừa đảo mà gia tộc và đám đàn ông dựng nên để lợi dụng cô! Sau khi rơi xuống biển chết đi, chính nhờ năng lượng Huyết Ngọc Phượng Hoàng đã khiến cô sống lại trong thân xác của một cô gái có hoàn cảnh tương tự – Cố Ninh. Để báo thù cho cả kiếp trước và kiếp này, cô quyết đoán trở về, bắt đầu gầy dựng sự nghiệp riêng, kể từ đây, giới kinh doanh lại xuất hiện thêm một huyền thoại mới!",//st.nettruyenup.com/data/comics/26/boss-nha-giau-lai-la-nu-sinh-trung-hoc.jpg,https://www.nettruyenup.com/truyen-tranh/boss-nha-giau-lai-la-nu-sinh-trung-hoc-71194
Lựa Chọn Thần Cấp: Ta không Theo Sáo Lộ Mạnh Lên,Chapter 41,Tình trạng:Đang tiến hành,Bình luận:2.991,Ngày cập nhật:1 ngày trước,Lượt xem:3.143K,"Đinh đinh! Hệ thống nhắc nhở: Đối mặt tông môn đệ tử khiêu chiến, mời túc chủ lựa chọn cho hắn một cái ôm một cái —— Ban thưởng Linh Hải đan một viên. Đinh đinh! Hệ thống nhắc nhở: Tông môn đệ tử gặp phục kích, mời túc chủ lựa chọn nhanh lên chạy trốn —— Ban thưởng cao cấp đan dược một viên. Rừng cũng ngoài ý muốn đạt được lựa chọn hệ thống, vốn cho rằng sẽ nhất phi trùng thiên, kết quả hệ thống khóa lại phạm sai lầm, thế là mở ra một cái khác loại tu luyện hình thức.",//st.nettruyenup.com/data/comics/197/lua-chon-than-cap-ta-khong-theo-sao-lo-m-6128.jpg,https://www.nettruyenup.com/truyen-tranh/lua-chon-than-cap-ta-khong-theo-sao-lo-manh-len-71621
"Nếu Là Phản Diện, Liệu Tôi Sẽ Chết?",Chapter 40,"Thể loại:Cổ Đại, Drama, Manhwa, Ngôn Tình, Shoujo, Truyện Màu",Lượt xem:3.197K,Theo dõi:54K,Tình trạng:Đang tiến hành,"Người em trai ốm yếu của tôi đã chết, vì thế sự hữu ích của tôi cũng không còn nữa. Với điều đó, tôi đã chọn cái chết làm đích đến của mình, nhưng khi tỉnh dậy tôi đã trở thành nhân vật phản diện trong một cuốn tiểu thuyết cực kì dở tệ?! Đối mặt với một kết cục khốn khổ, tôi nghĩ rằng tôi có thể tự kết thúc cuộc sống rắc rối này bằng chính đôi tay của mình… Nhưng tại sao họ luôn cố gắng để cứu tôi vậy. Cuộc đời của tôi đang ngày một trở nên tốt hơn, và cái ngày mà tôi sẽ chết sắp đến rồi. Tôi nên làm gì bây giờ?",//st.nettruyenup.com/data/comics/182/neu-la-phan-dien-lieu-toi-se-chet.jpg,https://www.nettruyenup.com/truyen-tranh/neu-la-phan-dien-lieu-toi-se-chet-64694
Anh Chàng Lầu Trên,Chapter 20,"Thể loại:Drama, Horror, Manhwa, Ngôn Tình, Truyện Màu, Webtoon",Lượt xem:188K,Theo dõi:5.464,Tình trạng:Đang tiến hành,Rozy cảm thấy gã hàng xóm lầu trên của cô cứ mờ ám thế nào đó.,//st.nettruyenup.com/data/comics/107/anh-chang-lau-tren.jpg,https://www.nettruyenup.com/truyen-tranh/anh-chang-lau-tren-72555
Diệt Quỷ Nhẫn Giả,Chapter 97,Tác giả:Yabuki Kentaro,Lượt xem:2.021K,Theo dõi:22K,Tình trạng:Đang tiến hành,"Truyện kể về một thanh niên kế nghiệp ông mình làm nhẫn giả diệt quỷ, và có một cô bạn thuở nhỏ là một Ayakashi Miko  Mọi chuyện sẽ luôn diễn ra bình thường cho đến ngày một con mèo thành tinh biến nam chính nhà ta thành con gái  Với quả art cực nuột từ thời TO LOVE RU, thì liệu Yabuki-sensei sẽ cho chúng ta thưởng thức thêm một lần rửa mắt nữa chứ? Ủng hộ nhóm dịch qua: 12 Fingers",//st.nettruyenup.com/data/comics/92/diet-quy-nhan-gia.jpg,https://www.nettruyenup.com/truyen-tranh/diet-quy-nhan-gia-308120
Shiro Madoushi Syrup-san,Chapter 34,"Thể loại:Action, Adventure, Comedy, Ecchi, Fantasy, Manga",Tình trạng:Đang tiến hành,Bình luận:475,Tác giả:Chilt,"Syrup là một pháp sư trắng hỗ trợ ứng cử viên Anh hùng, Chrono. Nhưng Chrono không thể tập trung trong trận chiến, và nguyên nhân không ai khác ngoài chính Syrup! Cô ấy đang làm gì khiến người anh hùng dũng cảm của chúng ta mất tập trung ?!",//st.nettruyenup.com/data/comics/34/shiro-madoushi-syrup-san.jpg,https://www.nettruyenup.com/truyen-tranh/shiro-madoushi-syrup-san-67618
Mình ta thôn phệ thiên địa,Chapter 2,"Thể loại:Action, Manhua, Mystery, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:172,Tác giả:Mộng tiên giới,"Thôn Thiên Ký: Đây là một cái tiên ma tung hoành thế giới, Viêm Hoàng cổ vực, mênh mông vô biên, trong năm tháng vô tận sinh ra rất nhiều thái cổ tiên yêu, xé rách thiên địa, siêu thoát tam giới ngũ hành. Cũng có vạn vật thần linh, trời sinh thần thể, xuyên qua hư không, nghịch loạn âm dương, không gì không làm được. Đương kim là tiên đạo thịnh thế, vạn pháp thông thiên, chúng sinh tu đạo, yêu nghiệt hoành hành!",//st.nettruyenup.com/data/comics/57/minh-ta-thon-phe-thien-dia.jpg,https://www.nettruyenup.com/truyen-tranh/minh-ta-thon-phe-thien-dia-79417
